Gene stable ID,Human gene stable ID,Human gene name,"Human orthology confidence [0 low, 1 high]",Gene name
ENSMUSG00000054051,ENSG00000225830,ERCC6,1,Ercc6
ENSMUSG00000077488,,,,Gm25276
ENSMUSG00000006948,ENSG00000167749,KLK4,1,Klk4
ENSMUSG00000100529,,,,Gm19261
ENSMUSG00000082376,,,,Gm14442
ENSMUSG00000022685,ENSG00000140694,PARN,1,Parn
ENSMUSG00000028070,ENSG00000163382,NAXE,1,Naxe
ENSMUSG00000084323,,,,Gm14438
ENSMUSG00000068079,ENSG00000125878,TCF15,1,Tcf15
ENSMUSG00000024677,ENSG00000166926,MS4A6E,0,Ms4a6b
ENSMUSG00000024677,ENSG00000110077,MS4A6A,0,Ms4a6b
ENSMUSG00000031479,ENSG00000136100,VPS36,1,Vps36
ENSMUSG00000016637,ENSG00000100360,IFT27,1,Ift27
ENSMUSG00000078901,,,,Gm14440
ENSMUSG00000051036,ENSG00000187862,TTC24,0,Ttc24
ENSMUSG00000085699,,,,Gm14298
ENSMUSG00000081087,,,,Rps15a-ps7
ENSMUSG00000114050,,,,Gm47666
ENSMUSG00000093665,,,,Obox3-ps1
ENSMUSG00000075120,,,,Olfr1196
ENSMUSG00000113881,,,,Gm18592
ENSMUSG00000113999,,,,Gm47681
ENSMUSG00000105566,,,,Obox4-ps4
ENSMUSG00000108444,,,,Klk2-ps
ENSMUSG00000021223,ENSG00000100767,PAPLN,1,Papln
ENSMUSG00000075119,,,,Olfr1197
ENSMUSG00000098330,,,,Gtpbp4-ps1
ENSMUSG00000098508,,,,Ranbp2-ps2
ENSMUSG00000108487,,,,Cyp2a21-ps
ENSMUSG00000073821,,,,8030451A03Rik
ENSMUSG00000052406,ENSG00000148300,REXO4,1,Rexo4
ENSMUSG00000075552,,,,Cyp3a41b
ENSMUSG00000116697,,,,Gm49694
ENSMUSG00000024678,ENSG00000214787,MS4A4E,0,Ms4a4d
ENSMUSG00000024678,ENSG00000110079,MS4A4A,0,Ms4a4d
ENSMUSG00000047641,,,,Krt87
ENSMUSG00000030522,ENSG00000166912,MTMR10,1,Mtmr10
ENSMUSG00000086755,,,,Gm11216
ENSMUSG00000085032,,,,Gm11217
ENSMUSG00000077214,,,,Gm23950
ENSMUSG00000115281,,,,Gm49743
ENSMUSG00000081941,,,,Gm11218
ENSMUSG00000080805,,,,Gm11219
ENSMUSG00000096055,ENSG00000211798,TRAV18,1,Trav12n-1
ENSMUSG00000028965,ENSG00000049249,TNFRSF9,1,Tnfrsf9
ENSMUSG00000104629,ENSG00000211802,TRAV22,1,Trav13n-1
ENSMUSG00000067555,,,,Gm10212
ENSMUSG00002076691,,,,
ENSMUSG00000106033,,,,Gm43381
ENSMUSG00000096827,ENSG00000211803,TRAV23DV6,1,Trav14n-1
ENSMUSG00000105474,,,,Selenok-ps7
ENSMUSG00000003809,ENSG00000105607,GCDH,1,Gcdh
ENSMUSG00000019848,ENSG00000132429,POPDC3,1,Popdc3
ENSMUSG00000104088,,,,Gm38275
ENSMUSG00000105194,,,,Gm6755
ENSMUSG00000024679,ENSG00000166926,MS4A6E,0,Ms4a6d
ENSMUSG00000024679,ENSG00000110077,MS4A6A,0,Ms4a6d
ENSMUSG00000029155,ENSG00000163071,SPATA18,1,Spata18
ENSMUSG00000094413,ENSG00000211804,TRDV1,0,Trav15n-1
ENSMUSG00000098273,,,,Mir6346
ENSMUSG00000097408,,,,Gm26831
ENSMUSG00000105070,,,,Trav3n-2
ENSMUSG00000096939,,,,Gm8321
ENSMUSG00000093813,ENSG00000211782,TRAV8-1,0,Trav9n-2
ENSMUSG00000093813,ENSG00000211787,TRAV8-3,0,Trav9n-2
ENSMUSG00000100767,,,,Gm3508
ENSMUSG00000005716,ENSG00000100362,PVALB,1,Pvalb
ENSMUSG00000096932,,,,5033403F01Rik
ENSMUSG00000099860,,,,Gm29456
ENSMUSG00000101179,,,,Gm29455
ENSMUSG00000101320,,,,Gm28529
ENSMUSG00000114512,,,,Gm47348
ENSMUSG00000114821,,,,Gm3509
ENSMUSG00000118733,,,,Rnu7-ps2
ENSMUSG00000095572,,,,Trav4n-3
ENSMUSG00000077591,,,,Gm26016
ENSMUSG00000022684,ENSG00000103429,BFAR,1,Bfar
ENSMUSG00000084514,,,,Mir1893
ENSMUSG00000037035,ENSG00000163083,INHBB,1,Inhbb
ENSMUSG00000114330,,,,Gm47349
ENSMUSG00000027748,ENSG00000133107,TRPC4,1,Trpc4
ENSMUSG00000090088,,,,Gm15934
ENSMUSG00000117425,,,,Gm7464
ENSMUSG00000037944,ENSG00000126353,CCR7,1,Ccr7
ENSMUSG00000114221,,,,Gm47351
ENSMUSG00000039540,,,,4921524L21Rik
ENSMUSG00000096681,,,,Rps19-ps1
ENSMUSG00000114841,,,,Gm47352
ENSMUSG00000111526,,,,Gm47433
ENSMUSG00000105956,,,,Trav5n-2
ENSMUSG00000030309,ENSG00000110888,CAPRIN2,1,Caprin2
ENSMUSG00000078899,,,,Gm4631
ENSMUSG00000071317,ENSG00000112276,BVES,1,Bves
ENSMUSG00000114300,,,,Gm32243
ENSMUSG00000036766,ENSG00000187957,DNER,1,Dner
ENSMUSG00000096531,ENSG00000211798,TRAV18,0,Trav12n-2
ENSMUSG00000119417,,,,Gm24599
ENSMUSG00000114346,,,,Gm5195
ENSMUSG00000061650,ENSG00000141026,MED9,1,Med9
ENSMUSG00000114710,,,,Gm40923
ENSMUSG00000024680,ENSG00000149534,MS4A2,1,Ms4a2
ENSMUSG00000063971,,,,Krt88
ENSMUSG00000021767,ENSG00000156650,KAT6B,1,Kat6b
ENSMUSG00000114491,,,,A230103O09Rik
ENSMUSG00000049892,ENSG00000108551,RASD1,1,Rasd1
ENSMUSG00000026643,ENSG00000152465,NMT2,1,Nmt2
ENSMUSG00000067615,,,,Krt81
ENSMUSG00000037935,ENSG00000073584,SMARCE1,1,Smarce1
ENSMUSG00000021548,ENSG00000134480,CCNH,1,Ccnh
ENSMUSG00000025409,ENSG00000166987,MBD6,1,Mbd6
ENSMUSG00000066443,,,,Gm10163
ENSMUSG00000093549,,,,Obox4-ps36
ENSMUSG00000117620,,,,Gm50077
ENSMUSG00000092541,,,,Gm20537
ENSMUSG00000108731,,,,Api5-ps
ENSMUSG00000093664,,,,Obox4-ps37
ENSMUSG00000073639,ENSG00000099246,RAB18,1,Rab18
ENSMUSG00000064977,ENSG00000206812,RNU6-38P,0,Gm26056
ENSMUSG00000092187,,,,Gm20457
ENSMUSG00000071715,ENSG00000100365,NCF4,1,Ncf4
ENSMUSG00000054191,ENSG00000105610,KLF1,1,Klf1
ENSMUSG00000093584,,,,Obox3-ps2
ENSMUSG00000086728,,,,Man2c1os
ENSMUSG00000106552,,,,Obox4-ps5
ENSMUSG00000055193,ENSG00000174562,KLK15,1,Klk15
ENSMUSG00000079737,,,,3110001I22Rik
ENSMUSG00000101335,,,,Gm28229
ENSMUSG00000106040,,,,Cyp3a63-ps
ENSMUSG00000053110,ENSG00000137693,YAP1,1,Yap1
ENSMUSG00000022683,ENSG00000069764,PLA2G10,1,Pla2g10
ENSMUSG00000031480,ENSG00000136114,THSD1,1,Thsd1
ENSMUSG00000098309,,,,Gtpbp4-ps2
ENSMUSG00000024681,ENSG00000149516,MS4A3,1,Ms4a3
ENSMUSG00000098564,,,,Ranbp2-ps3
ENSMUSG00000035849,ENSG00000264058,,1,Krt222
ENSMUSG00000035849,ENSG00000213424,KRT222,1,Krt222
ENSMUSG00000108432,,,,Gm44756
ENSMUSG00000093736,,,,Obox4-ps38
ENSMUSG00000099198,,,,Obox4-ps39
ENSMUSG00000098469,,,,Ranbp2-ps4
ENSMUSG00000086550,,,,Pla2g10os
ENSMUSG00000091867,,,,Cyp2a22
ENSMUSG00000115907,,,,Gm49432
ENSMUSG00000029475,ENSG00000089094,KDM2B,1,Kdm2b
ENSMUSG00000104396,,,,Gm37959
ENSMUSG00000090007,,,,Rpl30-ps2
ENSMUSG00000118559,,,,A930007A09Rik
ENSMUSG00000102481,,,,Gm37925
ENSMUSG00000022682,ENSG00000085721,RRN3,1,Rrn3
ENSMUSG00000097282,,,,5031415H12Rik
ENSMUSG00000117231,,,,Gm41609
ENSMUSG00000005886,ENSG00000140396,NCOA2,1,Ncoa2
ENSMUSG00000075117,,,,Olfr1198
ENSMUSG00000071714,ENSG00000100368,CSF2RB,0,Csf2rb2
ENSMUSG00000033545,ENSG00000186187,ZNRF1,1,Znrf1
ENSMUSG00000117359,,,,Gm7466
ENSMUSG00000093622,,,,Gm20703
ENSMUSG00000055895,ENSG00000149507,OOSP2,0,Oosp2
ENSMUSG00000117461,,,,Gm50081
ENSMUSG00000015659,ENSG00000122335,SERAC1,1,Serac1
ENSMUSG00000075837,ENSG00000222821,RNU4-27P,0,Gm22005
ENSMUSG00000117652,,,,Gm2350
ENSMUSG00000034341,ENSG00000132471,WBP2,1,Wbp2
ENSMUSG00000078898,,,,Zfp968
ENSMUSG00000052353,ENSG00000103888,CEMIP,1,Cemip
ENSMUSG00000061013,ENSG00000150051,MKX,1,Mkx
ENSMUSG00000041857,ENSG00000284873,OOSP1,0,Oosp1
ENSMUSG00000082926,,,,Gm8172
ENSMUSG00000021224,ENSG00000133961,NUMB,1,Numb
ENSMUSG00000095231,,,,Gm14297
ENSMUSG00000049950,ENSG00000152464,RPP38,1,Rpp38
ENSMUSG00000100511,,,,1700111N16Rik
ENSMUSG00000038127,ENSG00000152492,CCDC50,1,Ccdc50
ENSMUSG00002076782,,,,5S_rRNA
ENSMUSG00000059690,,,,1700020N15Rik
ENSMUSG00000089892,ENSG00000279514,OR4C16,0,Olfr1199
ENSMUSG00000035522,,,,Tsga8
ENSMUSG00000021758,ENSG00000152670,DDX4,1,Ddx4
ENSMUSG00000117356,,,,Gm46633
ENSMUSG00000117381,,,,Gm10350
ENSMUSG00000075115,,,,Olfr1200
ENSMUSG00000119338,,,,Gm22580
ENSMUSG00000081583,,,,Gm14769
ENSMUSG00000088310,,,,Gm26183
ENSMUSG00000028030,ENSG00000145348,TBCK,1,Tbck
ENSMUSG00000061802,ENSG00000169126,ODAD2,1,Odad2
ENSMUSG00000089625,ENSG00000252139,,0,Gm25443
ENSMUSG00000084281,,,,Gm14770
ENSMUSG00000055933,,,,Oosp3
ENSMUSG00000108254,,,,Gm43908
ENSMUSG00000026644,ENSG00000176244,ACBD7,1,Acbd7
ENSMUSG00000081379,,,,Gm14771
ENSMUSG00000108185,,,,Gm19653
ENSMUSG00000082139,,,,Gm16463
ENSMUSG00000035491,,,,Fthl17a
ENSMUSG00000095288,,,,Gm7618
ENSMUSG00000064724,ENSG00000199363,SNORA63E,0,Gm25852
ENSMUSG00000108258,,,,Gm43913
ENSMUSG00000083839,,,,Gm14765
ENSMUSG00002076989,,,,U1
ENSMUSG00000108093,,,,Gm44102
ENSMUSG00000035847,ENSG00000010404,IDS,1,Ids
ENSMUSG00000035847,ENSG00000241489,,1,Ids
ENSMUSG00000118937,ENSG00000206600,RNU6-25P,0,Gm24565
ENSMUSG00000028370,ENSG00000182752,PAPPA,1,Pappa
ENSMUSG00000107895,,,,1700094M24Rik
ENSMUSG00000089464,,,,Gm23703
ENSMUSG00000108062,,,,Gm44028
ENSMUSG00000029776,ENSG00000106049,HIBADH,1,Hibadh
ENSMUSG00000063804,ENSG00000187772,LIN28B,1,Lin28b
ENSMUSG00000059023,ENSG00000172188,OR4C11,0,Olfr1201
ENSMUSG00000100918,,,,Gm19224
ENSMUSG00000078897,,,,Gm4724
ENSMUSG00000024682,ENSG00000134812,CBLIF,1,Cblif
ENSMUSG00000119242,,,,Mir7676-1
ENSMUSG00000022986,ENSG00000170454,KRT75,1,Krt75
ENSMUSG00000000301,ENSG00000133027,PEMT,1,Pemt
ENSMUSG00002075193,,,,
ENSMUSG00000092593,,,,Gm20492
ENSMUSG00000092384,,,,Gm4189
ENSMUSG00000107647,,,,Gm44445
ENSMUSG00000064084,ENSG00000258817,OR4C13,0,Olfr1202
ENSMUSG00000064084,ENSG00000185926,OR4C46,0,Olfr1202
ENSMUSG00000107813,,,,Gm44434
ENSMUSG00000064792,,,,Gm24355
ENSMUSG00000024683,ENSG00000166902,MRPL16,1,Mrpl16
ENSMUSG00000108170,,,,Gm43966
ENSMUSG00000025408,ENSG00000175197,DDIT3,1,Ddit3
ENSMUSG00000004535,ENSG00000106052,TAX1BP1,1,Tax1bp1
ENSMUSG00000057447,ENSG00000172188,OR4C11,0,Olfr1205
ENSMUSG00000115983,,,,Gm5476
ENSMUSG00000116129,,,,Gm5477
ENSMUSG00000078896,,,,Zfp965
ENSMUSG00000115860,,,,Gm49426
ENSMUSG00000092185,,,,Gm20416
ENSMUSG00000064232,ENSG00000170465,KRT6C,1,Gm5414
ENSMUSG00000064232,ENSG00000205420,KRT6A,1,Gm5414
ENSMUSG00000064232,ENSG00000185479,KRT6B,1,Gm5414
ENSMUSG00000110161,,,,Gm45494
ENSMUSG00000025221,ENSG00000120049,KCNIP2,1,Kcnip2
ENSMUSG00000053070,ENSG00000137691,CFAP300,1,Cfap300
ENSMUSG00000035476,ENSG00000157625,TAB3,1,Tab3
ENSMUSG00000061798,ENSG00000258817,OR4C13,0,Olfr1204
ENSMUSG00000061798,ENSG00000185926,OR4C46,0,Olfr1204
ENSMUSG00000117360,,,,Gm18581
ENSMUSG00000115903,,,,Gm17851
ENSMUSG00000117383,,,,4930415O11Rik
ENSMUSG00000116429,ENSG00000285133,,1,Ddit3
ENSMUSG00000095241,ENSG00000186081,KRT5,0,Gm5478
ENSMUSG00000062757,ENSG00000172188,OR4C11,1,Olfr1206
ENSMUSG00000034345,ENSG00000272047,GTF2H5,1,Gtf2h5
ENSMUSG00000057440,ENSG00000150054,MPP7,1,Mpp7
ENSMUSG00000094475,,,,Gm11007
ENSMUSG00000036099,ENSG00000028203,VEZT,1,Vezt
ENSMUSG00000038112,ENSG00000110002,VWA5A,1,AW551984
ENSMUSG00002075440,,,,
ENSMUSG00000118545,,,,Gm53017
ENSMUSG00000084852,,,,Gm16359
ENSMUSG00000071713,ENSG00000100368,CSF2RB,1,Csf2rb
ENSMUSG00000026645,ENSG00000152463,OLAH,1,Olah
ENSMUSG00000047407,ENSG00000177426,TGIF1,1,Tgif1
ENSMUSG00002076193,,,,
ENSMUSG00000020913,ENSG00000167916,KRT24,1,Krt24
ENSMUSG00002076546,,,,
ENSMUSG00000045237,ENSG00000197620,EOLA1,1,Eola1
ENSMUSG00000045237,ENSG00000197021,EOLA2,0,Eola1
ENSMUSG00000028373,ENSG00000148219,ASTN2,1,Astn2
ENSMUSG00000108036,,,,Gm43967
ENSMUSG00000096541,ENSG00000211782,TRAV8-1,0,Trav9n-3
ENSMUSG00000096541,ENSG00000211787,TRAV8-3,0,Trav9n-3
ENSMUSG00000105467,,,,Trav5n-3
ENSMUSG00000003812,ENSG00000105612,DNASE2,1,Dnase2a
ENSMUSG00000039985,ENSG00000139146,SINHCAF,1,Sinhcaf
ENSMUSG00000093915,ENSG00000211798,TRAV18,0,Trav12n-3
ENSMUSG00000073141,,,,4930567H17Rik
ENSMUSG00000081199,,,,Gm16407
ENSMUSG00000094779,ENSG00000211802,TRAV22,1,Trav13n-2
ENSMUSG00000082538,,,,Gm14704
ENSMUSG00000084193,,,,Gm6823
ENSMUSG00000105719,,,,Gm42872
ENSMUSG00000063821,ENSG00000188716,DUSP29,1,Dupd1
ENSMUSG00000047789,ENSG00000177058,SLC38A9,1,Slc38a9
ENSMUSG00000087776,,,,Gm22322
ENSMUSG00000083666,,,,Gm12358
ENSMUSG00000086989,,,,Gm16441
ENSMUSG00000105691,,,,Gm42876
ENSMUSG00000035831,ENSG00000204897,KRT25,1,Krt25
ENSMUSG00000106230,,,,Gm29811
ENSMUSG00000082770,,,,Gm14722
ENSMUSG00000082713,,,,Gm14721
ENSMUSG00000094555,,,,Obox4-ps6
ENSMUSG00000119510,ENSG00000206812,RNU6-38P,0,Gm24701
ENSMUSG00000106499,,,,Gm9403
ENSMUSG00000014852,ENSG00000160323,ADAMTS13,1,Adamts13
ENSMUSG00000031166,ENSG00000101940,WDR13,1,Wdr13
ENSMUSG00000093509,,,,Obox3-ps3
ENSMUSG00000028068,ENSG00000183856,IQGAP3,1,Iqgap3
ENSMUSG00000060161,,,,Klk1b7-ps
ENSMUSG00000093801,ENSG00000211803,TRAV23DV6,1,Trav14n-2
ENSMUSG00000104915,ENSG00000211804,TRDV1,0,Trav15n-2
ENSMUSG00000075570,ENSG00000186393,KRT26,1,Krt26
ENSMUSG00000041730,ENSG00000165606,DRGX,1,Prrxl1
ENSMUSG00000048299,,,,Olfr148
ENSMUSG00000105505,,,,Obox4-ps7
ENSMUSG00000108323,,,,Gm44945
ENSMUSG00000099056,,,,Gtpbp4-ps3
ENSMUSG00000059867,,,,Olfr960
ENSMUSG00000099087,,,,Ranbp2-ps5
ENSMUSG00000100865,,,,Gm9320
ENSMUSG00000093567,,,,Obox4-ps8
ENSMUSG00000093707,,,,Obox4-ps9
ENSMUSG00000080468,,,,Mir1195
ENSMUSG00000060407,,,,Cyp2a12
ENSMUSG00000059106,,,,Olfr961
ENSMUSG00000036636,ENSG00000103249,CLCN7,1,Clcn7
ENSMUSG00000017588,ENSG00000171446,KRT27,1,Krt27
ENSMUSG00000111573,,,,Olfr962-ps1
ENSMUSG00000031958,ENSG00000166816,LDHD,1,Ldhd
ENSMUSG00000040729,ENSG00000110318,CEP126,1,Cep126
ENSMUSG00000093770,,,,Obox3-ps4
ENSMUSG00000055937,ENSG00000173908,KRT28,1,Krt28
ENSMUSG00000116926,,,,Gm18234
ENSMUSG00000033458,ENSG00000198690,FAN1,1,Fan1
ENSMUSG00000114438,,,,Gm47827
ENSMUSG00000116654,,,,Gm10823
ENSMUSG00000114418,,,,Gm18883
ENSMUSG00000116978,,,,Gm49765
ENSMUSG00000114286,,,,Gm47850
ENSMUSG00000022681,ENSG00000157045,NTAN1,1,Ntan1
ENSMUSG00000111353,,,,Gm19324
ENSMUSG00000033499,ENSG00000107929,LARP4B,1,Larp4b
ENSMUSG00000064110,,,,Olfr963
ENSMUSG00000075114,,,,Olfr1208
ENSMUSG00000020773,ENSG00000132481,TRIM47,1,Trim47
ENSMUSG00000111845,,,,Gm7495
ENSMUSG00000063568,ENSG00000153814,JAZF1,1,Jazf1
ENSMUSG00000111660,ENSG00000243641,OR13C7,0,Olfr964-ps1
ENSMUSG00000031998,,,,1700128F08Rik
ENSMUSG00000114150,,,,Gm46367
ENSMUSG00000103786,,,,Gm37525
ENSMUSG00000084747,,,,Mir1899
ENSMUSG00000113141,,,,Gm47748
ENSMUSG00000075113,ENSG00000279514,OR4C16,1,Olfr1209
ENSMUSG00000110828,,,,Gm47517
ENSMUSG00000113423,,,,Gm3791
ENSMUSG00000062121,,,,Olfr149
ENSMUSG00000096953,,,,Gm26571
ENSMUSG00000071540,ENSG00000177354,C10orf71,1,3425401B19Rik
ENSMUSG00000095839,,,,Olfr965
ENSMUSG00000095545,,,,Zfp969
ENSMUSG00000046791,ENSG00000170468,RIOX1,1,Riox1
ENSMUSG00000111305,,,,Olfr966-ps1
ENSMUSG00000081872,,,,Gm15572
ENSMUSG00000051675,ENSG00000119401,TRIM32,1,Trim32
ENSMUSG00000090843,ENSG00000187105,HEATR4,1,Heatr4
ENSMUSG00000094353,,,,Olfr150
ENSMUSG00000023041,ENSG00000170465,KRT6C,1,Krt6b
ENSMUSG00000023041,ENSG00000205420,KRT6A,0,Krt6b
ENSMUSG00000023041,ENSG00000185479,KRT6B,0,Krt6b
ENSMUSG00002075761,,,,
ENSMUSG00000101086,,,,Gm28651
ENSMUSG00000055835,ENSG00000184517,ZFP1,1,Zfp1
ENSMUSG00000063089,ENSG00000167751,KLK2,1,Klk1b8
ENSMUSG00000063089,ENSG00000167748,KLK1,1,Klk1b8
ENSMUSG00000063089,ENSG00000142515,KLK3,0,Klk1b8
ENSMUSG00000106165,,,,Gm3922
ENSMUSG00000055820,,,,Olfr967
ENSMUSG00000021226,ENSG00000184227,ACOT1,1,Acot2
ENSMUSG00000021226,ENSG00000119673,ACOT2,1,Acot2
ENSMUSG00000030352,ENSG00000011105,TSPAN9,1,Tspan9
ENSMUSG00000094877,ENSG00000211779,TRAV5,0,Trav3n-3
ENSMUSG00000095903,,,,Olfr968
ENSMUSG00000074698,ENSG00000254598,CSNK2A3,0,Csnk2a1
ENSMUSG00000074698,ENSG00000101266,CSNK2A1,1,Csnk2a1
ENSMUSG00000072949,ENSG00000184227,ACOT1,1,Acot1
ENSMUSG00000072949,ENSG00000119673,ACOT2,1,Acot1
ENSMUSG00000094231,ENSG00000211782,TRAV8-1,0,Trav9n-4
ENSMUSG00000094231,ENSG00000211787,TRAV8-3,0,Trav9n-4
ENSMUSG00000094254,,,,Olfr969
ENSMUSG00000105094,,,,Obox4-ps10
ENSMUSG00000108637,,,,Gm4290
ENSMUSG00000083080,,,,Gm11484
ENSMUSG00000065151,ENSG00000252473,,0,Gm25480
ENSMUSG00000038459,ENSG00000136379,ABHD17C,1,Abhd17c
ENSMUSG00000095774,,,,Olfr970
ENSMUSG00000082053,,,,Gm11220
ENSMUSG00002075844,,,,
ENSMUSG00000119810,,,,Mir7676-2
ENSMUSG00000039005,ENSG00000136869,TLR4,1,Tlr4
ENSMUSG00000070235,ENSG00000212205,Y_RNA,0,Gm26329
ENSMUSG00000031957,ENSG00000168925,CTRB1,0,Ctrb1
ENSMUSG00000031957,ENSG00000168928,CTRB2,1,Ctrb1
ENSMUSG00000058354,ENSG00000170465,KRT6C,0,Krt6a
ENSMUSG00000058354,ENSG00000205420,KRT6A,1,Krt6a
ENSMUSG00000058354,ENSG00000185479,KRT6B,0,Krt6a
ENSMUSG00000093969,,,,Trav4n-4
ENSMUSG00000113844,,,,Gm47943
ENSMUSG00000111541,,,,Gm47219
ENSMUSG00000052392,ENSG00000177465,ACOT4,1,Acot4
ENSMUSG00000096168,ENSG00000211791,TRAV13-2,0,Trav5n-4
ENSMUSG00000096168,ENSG00000211788,TRAV13-1,0,Trav5n-4
ENSMUSG00000031997,ENSG00000137672,TRPC6,1,Trpc6
ENSMUSG00000093254,,,,Mir5126
ENSMUSG00000004451,ENSG00000144118,RALB,1,Ralb
ENSMUSG00000098382,,,,Gtpbp4-ps4
ENSMUSG00000041707,ENSG00000204161,TMEM273,1,Tmem273
ENSMUSG00000001419,ENSG00000116604,MEF2D,1,Mef2d
ENSMUSG00000118450,,,,Gm50480
ENSMUSG00000099129,,,,Mir7076
ENSMUSG00000113475,ENSG00000184227,ACOT1,0,Gm49366
ENSMUSG00000113475,ENSG00000119673,ACOT2,0,Gm49366
ENSMUSG00000031955,ENSG00000050820,BCAR1,1,Bcar1
ENSMUSG00000099298,,,,Ranbp2-ps6
ENSMUSG00000108651,,,,Klk1b2-ps
ENSMUSG00000081435,,,,Gm11403
ENSMUSG00000108682,,,,Gm29754
ENSMUSG00000022523,ENSG00000114279,FGF12,1,Fgf12
ENSMUSG00000116132,,,,Gm49428
ENSMUSG00000080815,,,,Hmgb1-rs18
ENSMUSG00000020661,ENSG00000119772,DNMT3A,1,Dnmt3a
ENSMUSG00000094416,,,,Obox4-ps11
ENSMUSG00002075978,,,,
ENSMUSG00000061527,ENSG00000186081,KRT5,1,Krt5
ENSMUSG00000095952,,,,Obox4-ps12
ENSMUSG00002075222,,,,
ENSMUSG00000083087,,,,Gm11249
ENSMUSG00000095370,ENSG00000211793,TRAV9-2,0,Trav6n-7
ENSMUSG00000097016,,,,Gm26708
ENSMUSG00000015405,ENSG00000130234,ACE2,1,Ace2
ENSMUSG00000086364,,,,Gm11751
ENSMUSG00000101437,,,,Gm29454
ENSMUSG00000105080,ENSG00000211794,TRAV12-3,1,Trav7n-6
ENSMUSG00000105080,ENSG00000211785,TRAV12-1,0,Trav7n-6
ENSMUSG00000105080,ENSG00000211789,TRAV12-2,0,Trav7n-6
ENSMUSG00000064762,ENSG00000206698,RNU1-73P,0,Gm23738
ENSMUSG00000103506,,,,Gm38376
ENSMUSG00000062115,ENSG00000108557,RAI1,1,Rai1
ENSMUSG00000081231,,,,Tcp1-ps1
ENSMUSG00000086790,,,,Gm12911
ENSMUSG00000098447,,,,Gm27184
ENSMUSG00000092743,,,,Gm22177
ENSMUSG00000078127,ENSG00000172538,FAM170B,0,Fam170b
ENSMUSG00000109381,,,,Gm44826
ENSMUSG00000095974,,,,Obox4-ps13
ENSMUSG00000111602,,,,Gm32014
ENSMUSG00000028351,ENSG00000078725,BRINP1,1,Brinp1
ENSMUSG00000103495,,,,Gm37409
ENSMUSG00000109091,,,,Gm44827
ENSMUSG00000105418,,,,Gm43650
ENSMUSG00000093623,,,,Obox4-ps14
ENSMUSG00002076346,,,,
ENSMUSG00000093934,ENSG00000255425,OR8G3P,0,Olfr971
ENSMUSG00000093934,ENSG00000181214,OR8G2P,0,Olfr971
ENSMUSG00000102639,,,,Gm38223
ENSMUSG00000096038,ENSG00000211802,TRAV22,0,Trav13n-3
ENSMUSG00000096414,,,,Obox4-ps15
ENSMUSG00000094412,,,,Obox4-ps16
ENSMUSG00000098923,ENSG00000226479,TMEM185B,1,Tmem185b
ENSMUSG00000076821,ENSG00000211797,TRAV17,1,Trav8n-2
ENSMUSG00000094449,,,,Olfr972
ENSMUSG00002076431,,,,
ENSMUSG00000063133,ENSG00000167751,KLK2,0,Klk1b1
ENSMUSG00000063133,ENSG00000167748,KLK1,1,Klk1b1
ENSMUSG00000063133,ENSG00000142515,KLK3,0,Klk1b1
ENSMUSG00000062154,ENSG00000185264,TEX33,1,Tex33
ENSMUSG00000076064,,,,Mir690
ENSMUSG00000076822,ENSG00000211799,TRAV19,1,Trav16n
ENSMUSG00002075895,,,,
ENSMUSG00000051065,ENSG00000180611,MB21D2,1,Mb21d2
ENSMUSG00000104170,,,,Gm37702
ENSMUSG00000095390,ENSG00000255425,OR8G3P,0,Olfr229
ENSMUSG00000095390,ENSG00000181214,OR8G2P,0,Olfr229
ENSMUSG00000053693,ENSG00000105613,MAST1,1,Mast1
ENSMUSG00000050666,ENSG00000165633,VSTM4,1,Vstm4
ENSMUSG00000087782,,,,Gm23169
ENSMUSG00000101731,,,,3830432H09Rik
ENSMUSG00000116861,,,,Gm8253
ENSMUSG00000111154,,,,Gm47229
ENSMUSG00000051493,,,,Olfr974
ENSMUSG00000103085,,,,Gm38120
ENSMUSG00000022525,ENSG00000127252,PLAAT1,1,Plaat1
ENSMUSG00000093961,,,,Obox4-ps17
ENSMUSG00000084505,ENSG00000201852,RNU6-702P,0,Gm25322
ENSMUSG00000084505,ENSG00000274607,RNU6-866P,0,Gm25322
ENSMUSG00000102664,,,,Gm38380
ENSMUSG00000108746,,,,Gm45198
ENSMUSG00000043331,,,,Olfr975
ENSMUSG00000030521,ENSG00000124383,MPHOSPH10,1,Mphosph10
ENSMUSG00000101476,,,,Gm29570
ENSMUSG00000101171,,,,Gm7593
ENSMUSG00000117556,,,,Gm18948
ENSMUSG00000094334,,,,Fabp5l2
ENSMUSG00000047352,,,,Olfr976
ENSMUSG00000098236,,,,Gm7734
ENSMUSG00000117542,,,,Gm18763
ENSMUSG00000065815,,,,Gm24697
ENSMUSG00000076823,ENSG00000211802,TRAV22,1,Trav13n-4
ENSMUSG00000064822,,,,Gm24292
ENSMUSG00000082553,,,,Gm11404
ENSMUSG00000026496,ENSG00000143799,PARP1,1,Parp1
ENSMUSG00000117462,,,,Gm50027
ENSMUSG00000082998,,,,Gm11221
ENSMUSG00000117505,,,,Gm9993
ENSMUSG00000085627,,,,Gm11222
ENSMUSG00000076824,ENSG00000211803,TRAV23DV6,0,Trav14n-3
ENSMUSG00000111073,,,,Olfr977-ps1
ENSMUSG00000046341,,,,Gm11223
ENSMUSG00000084342,,,,Gm11224
